dblp_id,google_scholar_id
conf/sigmod/SagonasSW94,0hHYO7tQJUgJ
journals/sigmod/BoucelmaCGJLL02,I9JXY0-R4GgJ
conf/vldb/BaumannFRW97,Z4Cq4f5fKr8J
conf/sigmod/Hellerstein00,rbluxTXqUQwJ
conf/vldb/Ogawa96,zQDbTpO9kH4J
conf/sigmod/HammerGNYBV97,pzPZuUoWej8J
conf/vldb/OzsuVU98,tftfK6qWKJcJ
conf/vldb/IdrisGC94,Xf7TnMxlGTkJ
conf/vldb/MeoPC96,4j5ryW5xA7YJ
journals/sigmod/ChristoffelPSL98,yC3NWP247K8J
conf/vldb/LuSL95,h7_7SZrI7M0J
journals/sigmod/FlorescuLM98,xfzQQjDwnfcJ
conf/sigmod/LiYVGPUV98,6jeHlSgjCskJ
conf/sigmod/WangTYGWP02,loFIbaxAcG0J
conf/vldb/OuzzaniAB94,kZaX18AOqfQJ
journals/vldb/OzsuPSILM95,2Y6WYH71fO0J
conf/sigmod/GuptaMR95,InJyYTfzN50J
journals/sigmod/SchmidtWKFCMB01,url:http://portal.acm.org/ft_gateway.cfm3Fid3D60387226type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222
journals/tods/YanG94,fx6kDLBa8q8J
journals/vldb/BarbaraI95,bTYTn8VG5hIJ
conf/sigmod/HsuLG00,AvYMafGTVLEJ
journals/sigmod/RamamrithamSSTX96,kezAM71rts0J
journals/sigmod/BarbaraBFLS94,sF4xdH31mDAJ
conf/sigmod/HellersteinN96,_hDCldPyum0J
conf/vldb/BerckenSW97,NCWOdJkvqPoJ
conf/vldb/HaasKWY97,aDDbEmg7oYYJ
conf/vldb/HaasKWY97,fsoE2pQM6G8J
conf/vldb/GutierrezPST94,VUU_DceCRXAJ
conf/vldb/ArionBCDMP03,CzpCERFYBikJ
conf/vldb/Banerjee00,owfPKT5ip68J
conf/sigmod/AdaliSS99,bhWLVCoDuNQJ
conf/sigmod/RodriguezR00,dVDzCb6fuJ0J
journals/sigmod/LabrinidisR00,Wcbvsi-QDtcJ
conf/vldb/HulgeriS03,l5_H15LkpCsJ
conf/vldb/IshikawaSF98,V3c_ivUAs34J
conf/vldb/ZouS98,Hov18raBHwIJ
journals/vldb/Halevy01,jeJRCl54kasJ
journals/sigmod/FreemanG96,Em3qp7RGalkJ
journals/sigmod/UlusoyB96,LclVYrb7vJoJ
conf/vldb/CeriM03,hFPNVe44A04J
journals/vldb/SuHHHLWLPLL01,GRzquCzL_OUJ
journals/vldb/CatarciSC97,-qsHBe_0vI4J
conf/vldb/HristidisGP03,B2rShDD99xwJ
conf/vldb/AmbiteKKMST01,F4DtzxvVZnoJ
conf/sigmod/RundensteinerCCSO00,url:http://portal.acm.org/ft_gateway.cfm3Fid3D33549626type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222
conf/sigmod/ChangC01,XbmULzOYzZUJ
journals/vldb/YangW03,7WaQNGnv1l4J
conf/sigmod/RothAHCCFSTW96,yfTTlN56sCUJ
conf/vldb/StillgerLMK01,OYAPM1C1DW8J
conf/sigmod/SismanisDRK02,Y21HA44xuQ4J
conf/sigmod/FabretJLPRS01,8lBDhvljrAEJ
conf/sigmod/ChaudhuriMN98,hvMTb3FYOjQJ
conf/vldb/DayalHL01,XwzOOLb-ZMIJ
conf/sigmod/RamanH02,Oh2u3cZ3zJ0J
journals/sigmod/Baeza-YatesN96,cvchvz9-m_oJ
conf/vldb/Draluk01,FhNjU1YhINUJ
journals/sigmod/SureSS02,v0tY6g0DHMcJ
conf/vldb/JaedickeM99,XR50nxmrvFcJ
conf/sigmod/WangSCRZP97,chcojj8yN1sJ
conf/sigmod/WangSCRZP97,UOXm9cb58YUJ
journals/sigmod/PapianiWDN99,EHBFbc1r9oIJ
conf/sigmod/BohrerBBCFHKKMNRRSUUW97,oulaZpEWkMQJ
conf/sigmod/MoonWH02,rlfxeE4k2p4J
journals/sigmod/Colliat96,y0HXub5QzkYJ
conf/sigmod/FernandezFKLS98,rgk1HYJbTNEJ
conf/sigmod/DeutschFS99,kDYpG4mLjLkJ
conf/vldb/AgrawalLSS95,HugNLG7z-Z4J
conf/vldb/PapadimitriouBF03,pAvCmcv_-lMJ
conf/vldb/RothS97,xh4FaygNlGQJ
conf/vldb/GoldmanSVG98,4qYPBQ1l07YJ
journals/vldb/AguileraCMVV02,itG_XrygxXIJ
journals/sigmod/AbererCH02,ulDBbXl-6Q4J
conf/sigmod/BerchtoldK98,9UYo0M1RV7oJ
conf/sigmod/NgLHP98,JM_QtoLLa9QJ
conf/vldb/BargaP95,QsXNubRv-HUJ
journals/sigmod/ButtlerCCFHLPRX02,JScvAMYcsmoJ
journals/sigmod/KlasS94,bViLh5-jVsAJ
conf/sigmod/AcharyaPR99,KrVgTXcNPPUJ
conf/vldb/George98,xACnzf6RhVwJ
conf/vldb/RastogiS98,gkEOPxIM4GkJ
conf/sigmod/PoosalaIHS96,HKPOQm4QcQcJ
conf/sigmod/PoosalaIHS96,uveOdmVtqRMJ
journals/sigmod/ChakravarthyAEFO03,url:http://portal.acm.org/ft_gateway.cfm3Fid3D64100626type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222
conf/sigmod/AtzeniT97,KFmRUQEedY8J
conf/sigmod/BrinMUT97,FtMoh58D330J
conf/sigmod/BrinMUT97,ZAjbM4H53aUJ
conf/sigmod/DavisonG95,Ed8EH4p2vBMJ
conf/sigmod/AcharyaGPR99,mOngiXbKrNkJ
conf/sigmod/SzalayGTKMRSv02,8C_VEbqmySgJ
journals/tods/FukudaMMT01,Bcuo4_yr2p0J
journals/vldb/FiebigHKMNSW02,w_FOwUavk0kJ
conf/vldb/HelmerWM98,5ipPVLRhDqoJ
conf/vldb/ChienVZTZ02,SgUc7R0GR6QJ
conf/sigmod/CohenM03,bQv5hYB-JIEJ
journals/tods/CeriFPT94,39m5BLDo1zYJ
conf/vldb/RossS97,5Y_l1wlPo04J
conf/sigmod/AgrawalGGR98,5E5gcM0xPFAJ
conf/vldb/Garcia-MolinaLY98,X-jmxnecLOEJ
journals/sigmod/GroskySF02,HA3wM_i-y3YJ
conf/sigmod/ColbyKLMR97,0FohHTWs5toJ
journals/sigmod/Bohlen95,LwKKzfi_MpUJ
conf/vldb/WangYM97,RiOvjzg_MJwJ
conf/vldb/WangYM97,xW3AafG2xKgJ
conf/vldb/PirotteZMY94,8s-SP8sAvQAJ
conf/sigmod/MotakisZ97,e8OIK3dEo6EJ
conf/sigmod/CallanCD99,eWVreKOw_QgJ
conf/vldb/BergerBSW03,4bBWSfhvZ5AJ
conf/sigmod/Deutsch95,url:http://portal.acm.org/citation.cfm3Fid3D223784.223880
conf/sigmod/HaasH99,UHF2uPETWC8J
conf/sigmod/Mohan94,E2zhARKv5dsJ
journals/tods/BrunoCG02,tkCWrg5OsIwJ
conf/vldb/LakshmananSS96,0VHtbuWJCQUJ
conf/vldb/LakshmananSS96,8sohtsoGrycJ
conf/vldb/ShanmugasundaramSBCLPR00,_bdp5T8SSuoJ
conf/vldb/HammelP02,SU2XS1MVb40J
journals/sigmod/KennedyMB96,vBYtmDEYeK0J
conf/sigmod/SaltenisJLL00,wISxjPqlwZoJ
journals/sigmod/CaplinskasEV02,Axu6UlX-pPYJ
conf/vldb/MarianS03,Bv5AM_5dziMJ
conf/sigmod/Kim94,GzJII5F7OzAJ
conf/vldb/GehrkeRG98,hobnzQKRlK4J
conf/sigmod/VingralekBW94,rM8Ecg1WL4kJ
journals/tods/AikenHW95,U8ZlWhxgtxYJ
conf/sigmod/BerchtoldK97,DNVHTz7tMywJ
conf/sigmod/BornhovdAKMPR03,7lPu8hBgKksJ
conf/sigmod/BozkayaO97,gIZvbo_lu2IJ
conf/sigmod/BreunigKNS00,8lIwxMfoZN4J
conf/sigmod/CareyCNVDRSM99,W6ROObWo3bIJ
conf/sigmod/ChenJDTW00,OsfWKJek9L8J
conf/sigmod/LibkinMW96,uxD8p47apUYJ
conf/sigmod/ONeilQ97,6y9Er-083rIJ
conf/sigmod/OriaOILY00,9SbEzfHLSooJ
conf/sigmod/SeidlK98,B8MoLkcvms4J
conf/sigmod/ZhaoDN97,YwLoGdTgG-sJ
conf/vldb/AgrawalCN00,_tle794_iKcJ
conf/vldb/AgrawalCN00,Jx63MEaw52oJ
conf/vldb/AnciauxBP03,gYELZxhiJx8J
conf/vldb/Chawathe99,HiM9HOUxq0MJ
conf/vldb/CiacciaPZ97,V9DtLHHIBxEJ
conf/vldb/GoldsteinR00,30fMB9_zBm0J
conf/vldb/GyssensL97,lZ7vTIyDcIEJ
conf/vldb/GyssensL97,-J8BIUa9iFQJ
conf/vldb/Hallmark95,tiAgO7G7YuAJ
conf/vldb/HanF95,pNBgTa_UPDEJ
conf/vldb/LuoNEW03,8n1UIzMm4VMJ
conf/vldb/PapadiasT01,2V2bnIgsY1kJ
conf/vldb/WangSG03,T1TgIax4zVcJ
journals/sigmod/AtzeniMM97,Hdq-Mlh3fcMJ
journals/sigmod/BarbaraS97,Iw5bYR098o4J
journals/sigmod/Konig-RiesL97,url:http://portal.acm.org/ft_gateway.cfm3Fid3D26277126type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222
journals/sigmod/Winslett94,url:http://portal.acm.org/ft_gateway.cfm3Fid3D18156926type3Dpdf
journals/tods/Bohm00,i5nEuutK3H4J
journals/tods/LakshmananLN03,g8e0xiRUkIwJ
journals/vldb/C94c,url:http://portal.acm.org/citation.cfm3Fid3D615204.61520526dl3Dportal26dl3DACM26type3Dissue26idx3DJ86926part3Dperiodical26WantType3Dperiodical26title3DThe2520VLDB2520Journal25202526mdash253B2520The2520International2520Journal2520on2520Very2520Large2520Data2520Bases26CFID3D1111111126CFTOKEN3D2222222
journals/vldb/DanYC95,SsOLRJZrmtYJ
journals/vldb/Li03,HlXyqUIDobMJ
journals/vldb/LinJF94,eZq7OGI9DGEJ
conf/sigmod/DoRD99,Rviij1nqEcoJ
journals/sigmod/Vianu03,JgenqfLQC1UJ
conf/vldb/LamKR02,GdvZvvRTXIAJ
conf/sigmod/CareyDFHMNSSTTWZ94,5wcgt7bNx7YJ
conf/sigmod/ParkCY95,-VGXHx94MXgJ
conf/vldb/ConradGJM02,gIm89AXuE4oJ
conf/vldb/Campbell99,m1eeQnYWL0oJ
journals/vldb/LiR99,nu5nhxl6WXQJ
journals/sigmod/BarbaraCJW01,url:http://portal.acm.org/ft_gateway.cfm3Fid3D60426826type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222
journals/sigmod/JukicV97,yZbJS0Cd6cAJ
conf/vldb/ChatziantoniouR97,Xx-pSjq7Mv8J
journals/sigmod/ShethGJRSWW96,V3LZdq417gsJ
conf/vldb/ShethKMWDLPLS96,jWZkmgGziVoJ
journals/sigmod/YaoG02,M7PRDh2-0EIJ
conf/sigmod/GangulyGMS96,05ZgvGyhSC0J
conf/vldb/Schoning98,HEJ1Z4Q_xXMJ
conf/vldb/Mohan02,YJlUtEk7zwkJ
journals/sigmod/PuSW01,nkW4iN6JqfAJ
conf/sigmod/BersonGMJ94,wsG_Q2jbgCAJ
conf/vldb/LiRS99,cGbo_ZtYKwYJ
conf/sigmod/HsuLG00,kxIpDxLD46gJ
conf/vldb/RamaswamyMS98,WTYQ40Rn_tUJ
conf/vldb/GraefeBC98,v-kvo2hnsgkJ
conf/sigmod/ChangH02,OuMumdGAaq8J
conf/sigmod/ChangH02,4zxRX5K-YSsJ
conf/sigmod/Sheth95,TuZ-fjos6I0J
journals/sigmod/BarbaraBFLS94,dgFX6qIJoX8J
journals/sigmod/Hellerstein03,pHHvswIOFfAJ
conf/sigmod/CandanLLHA01,T6NrBxCU2moJ
conf/vldb/DattaRT99,gckQTLQjsj8J
conf/sigmod/ShanmugasundaramNSR99,Nia28ZMfCpEJ
journals/sigmod/KramerNKRLKLZ97,1sBvG9OXpMAJ
journals/vldb/AbiteboulB95,_RMZmSBR_PUJ
conf/sigmod/VanceM96,-tCYCLPZLvYJ
conf/sigmod/Dullmann99,5bp8rSFAkzEJ
journals/vldb/ChuIT94,IDo3ZQocZE4J
conf/vldb/IshikawaSF98,TggGsXfF7PAJ
conf/vldb/Lesk94,nL5wl20jB-kJ
conf/sigmod/SzalayGKT00,1kKap3JyndkJ
conf/sigmod/NguyenS96,T8llXFznCOwJ
journals/sigmod/Vassilakis00,e0j-56kaeR4J
conf/vldb/ShanmugasundaramGTZDN99,kaq5eLrzrQsJ
conf/sigmod/HanPLJ01,H_tzR6yoJLEJ
conf/vldb/GionisIM99,A8rGBQif7MIJ
conf/vldb/ChaudhuriN97,0rViZf2YXmAJ
conf/sigmod/AgrawalES03,HypA8oN4PqsJ
journals/sigmod/PaepckeGRC00,hxFRuvCtvGEJ
conf/vldb/ViglasNB03,GGX9LS25OhwJ
conf/vldb/AtzeniMM97,25kJ4dWczjEJ
conf/vldb/LabrinidisR01,MNDAemDpS3cJ
conf/sigmod/ZhangDWEMPMDR03,1hkVjoUg8hUJ
conf/vldb/BerchtoldKK96,2EJhvKyW8AoJ
conf/vldb/BerchtoldKK96,knyp-i1eDwwJ
journals/tods/FormicaGM98,PtcmzsfKYrsJ
conf/sigmod/HungYK96,NY5e4MkJ6VYJ
conf/vldb/Gentili01,2j1dalv3kCEJ
conf/sigmod/MerialdoAMMP00,Qq0WheHyVv8J
conf/sigmod/RamanH02,4692SthNStUJ
conf/vldb/HellersteinNP95,AC19Z_yOCTUJ
conf/sigmod/FreireHRRS02,-JLg0gOjjb0J
conf/vldb/NipplM98,C5jVmNqIE4IJ
conf/sigmod/FukudaMMT96,sOBRaiLLvZgJ
journals/vldb/MedjahedBBNE03,e2tY_GZIEv8J
journals/vldb/MedjahedBBNE03,18FFG2HC51oJ
journals/sigmod/Kuijpers02,url:http://portal.acm.org/citation.cfm3Fid3D601858.60186626dl3DGUIDE26dl3DACM26idx3DJ68926part3Dperiodical26WantType3Dperiodical26title3DACM2520SIGMOD2520Record26CFID3D1111111126CFTOKEN3D2222222
conf/sigmod/QuassW97,3o4t-svHQfcJ
journals/sigmod/Keim96,vkUvhZOw-1YJ
journals/tods/CliffordC94,9txS2mlA2DMJ
conf/sigmod/AcharyaAFZ95,ZdWKBKSoMUQJ
journals/sigmod/JenningsNF98,tYXzABUZYxQJ
journals/sigmod/ChaudhuriD97,Tagq11E6HfAJ
conf/sigmod/ZhugeGHW95,36ibNcuzKVAJ
conf/sigmod/ZhugeGHW95,9DilCGDXRWcJ
conf/sigmod/MogiK96,hxWB8uQMCdgJ
conf/sigmod/DavulcuFKR99,TDyW6V4cc7MJ
conf/vldb/PoulovassilisS94,0BMQ7HirTaUJ
conf/sigmod/AcharyaFZ97,FDPwbRQbfIAJ
conf/sigmod/BerchtoldK98,PKMN5Cdy7KcJ
conf/vldb/GoldmanW97,3zf3WSt0B6UJ
conf/sigmod/ZhangRL96,ICoe8GLPWMIJ
conf/sigmod/NgLHP98,OVsyr37zZxkJ
journals/sigmod/BabuW01,KJ26gUP0PyIJ
conf/sigmod/JarkeQCLFLVV00,bl_VrPzIIPwJ
journals/tods/ChaudhuriS99,uRmyQBKcFAYJ
conf/sigmod/AnkerstBKS99,rgEDmTFPFY4J
conf/sigmod/QunLO03,eBXNcn6PwAEJ
journals/vldb/KemperK95,5CZ1gTCb5Z4J
conf/sigmod/Toyama98,h4OQc4N4kjIJ
conf/sigmod/AcharyaPR99,0dY1brFaEzgJ
conf/vldb/DeRose99,_7DyRIjTceAJ
conf/vldb/DattaDTVRF01,8_5A88ESaQ0J
journals/sigmod/BernsteinDK99,MsK0xHsckUIJ
conf/vldb/EvangelidisLS95,EbGZKQPyH_4J
journals/sigmod/Jagadish01,url:http://portal.acm.org/citation.cfm3Fid3D604264.60427626dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222
